阅读,评论,标题,作者,最后更新
886,6,请问一下大家现在中国到美国一个柜子多少美元运费？[,五月的风6666666327,06-12 23:28
269,0,海南航空要起飞了！大家快点上车,万事多谋得林平之,06-12 23:26
581,4,为啥这么多人看好，已经涨了这么多了啊，但是很明显这,蕾丝大叔叔,06-13 02:56
1160,2,简单点的抄股方法,股友61Zk929797,06-13 01:03
3125,14,海控高位会在这,股友61Zk929797,06-12 23:52
496,3,呼唤钉子哥，感谢你让我成为一名有钱人,和气发财地金锁,06-12 23:20
684,10,基本确认早上是诱多！[傲][傲],神队友波源,06-12 23:19
338,1,加油兆新的朋友。干到第一！让狗庄感受一下人气爆炸的,股友7329nU1222,06-12 23:12
364,2,我要坐空中远打爆多头,股友AtkoD9,06-12 23:08
327,0,别在纠结看空看多了，就一句话：顺势而为～～～,高手我信吗,06-12 23:05
1801,2,2021年6月11日，星期五又是一周，集装箱海运现货运价,股友891UY22931,06-12 23:04
429,1,十字星，是空中加油还是反转信号？拭目以待！,shiroi,06-12 22:59
488,3,周期五没跑的，下周准备吃大面吧，下一个三一重工,合适的环境下,06-12 22:59
352,2,周二来买你[可怜][可怜][可怜]17块就看你涨了老婆贴贴,bigfacebro1954,06-12 22:52
1243,1,从布林线上看，前天的涨停突破了压力位即将放飞自我！,破坏岛拓跋峰,06-12 22:49
546,2,海运不畅～,星光HB,06-12 22:45
367,1,这么多散户看多，散户都进来了想主力给你抬矫，可能吗,合适的环境下,06-12 22:41
448,1,中远海控已经被发出来了，开盘看你咋死,股友bqskwm,06-12 22:37
260,1,转发,紫光蝴蝶之梦,06-12 22:36
563,6,等着分红然后填权,含笑割肉半步癫,06-12 22:32
1233,4,中远海控：周二极有可能涨停，因为市场就还有这么一支,股市经纬线,06-12 22:26
12033,80,我不知道主力是不是在下一盘大棋，早上有20万手压单所,我要我喜欢,06-12 22:20
2385,6,周五未开新仓好久没有睡过懒觉了，居然不偏不倚正好到,曹东乡,06-12 22:18
329,1,看一片好评，好可怕,股友37e18I1882,06-12 22:14
705,13,开始加速！直接冲200元！我赶时间买别墅,mars_li,06-12 22:11
1658,4,这是跳空十字星，十字星不重要，重要的是跳空，我觉得,然子非然,06-12 22:10
638,4,6月9日的，幸运！,大发满堂R,06-12 22:09
547,0,#中远海控#运货价格备案制度（双方同意即可提到满意价,大唐雨音968,06-12 22:08
1026,5,25.8出的。高位十字星，不管涨到多少，不后悔，赚认知,易心的股市要红火,06-12 22:08
374,1,像去年的英科,张宝可梦,06-12 22:04
907,3,大部分人都没有理解韩军给的目标价！,DIABLOZZM,06-12 22:03
511,1,中远2021年几月分红的,股友3875U603i0,06-12 22:03
1986,6,估计海控老铁都在盼着钉子哥写收评呢！钉子哥很忙，那,没事_偷着_乐3917,06-12 21:57
435,2,号外号外，st兆新百万跌停封单，走过不要错过,基民Bf8PQX,06-12 21:50
30607,8,【深强沪弱的反弹节奏          鸿蒙高潮后去伪存真】,A深圳金鑫融,06-12 21:42
378,2,怎么那么多推荐其他股票的,八方腾达得白鹤,06-12 21:40
7151,67,恭喜一直坚守海控的兄弟们！！你们的坚守，得到了回报,卧龙我曾永远的爱,06-12 21:39
1455,1,接下来中远海控如果每次下跌停板或者调整5个点以上都,股友E85890803C,06-12 21:39
597,2,各位高手，周五海控资金流出怎么看？,追求高度,06-12 21:34
320,0,日线已经出现背离，下星期都快逃命吧,zjq9589056196033,06-12 21:32
594,8,看走势顶背离死叉要回调了补缺口,勿问归期,06-12 21:31
400,0,润和软件涨太多了，被监管中，风险加大，再胡来可能被,温水浇韭菜,06-12 21:29
30577,592,讲讲海控筹码结构的问题。昨天说大盘跌，海控不一定跌,中远海控钉子户,06-12 21:27
1586,3,兄弟们，6月11日海控成交量创新高，留住了大量买入资,掐脚趾算股派,06-12 21:17
444,2,今年能创历史新高吗？期待,股市小啰啰哦,06-12 21:12
13.1万,801,35万股民要嗨了！这只股今年要赚775亿？比茅台多一个,中远海控资讯,06-12 21:11
582,4,买在分歧，卖在一致，懂的都懂。,股友6t88H95585,06-12 21:07
331,0,超越军军的股评是一定的。,海控六号,06-12 21:06
912,9,这海运茅就是不给俺上车的机会……，还好俺抓住了鸿蒙,虎哥的虎,06-12 21:06
5290,11,从昨天的分时走势，成交量，换手率来看像空中加油，为,破坏岛拓跋峰,06-12 21:03
4113,37,中远海控是中线票，昨天24.39买入，今天25.12加仓，另,MM若水清颜,06-12 20:49
37447,925,之前聊过海控的估值认识，今天再聊一下，今天的股价对,中远海控钉子户,06-12 20:44
807,0,张伟对财联社记者表示，今年以来的铜价上涨，主要是需,团结一致才能共赢,06-12 20:44
681,4,股票在除权日后买的，没有分红，除权后股价下跌是不是,股友25m86175Y9,06-12 20:41
897,0,6月5日至6月11日，航运公司ONE已取消52个航次的船舶挂,股友891UY22931,06-12 20:32
286,1,从不分红，,钓鱼老牛,06-12 20:22
1196,0,华南各港口集装箱物流状况持续恶化，拥堵情况蔓延，甚,股友891UY22931,06-12 20:19
361,1,"中远海控，中铁装配，应该搞搞碳中和,需要密切关注",股友29Y82J6799,06-12 20:17
536,0,周末大半马30+助力中远海控这两周上攻30.12高位,中远海控21Km,06-12 20:17
1105,0,目前我看到的的外贸现状：所有接触的工厂都是满负荷运,股友891UY22931,06-12 20:02
443,2,ST兆新摘帽反弹在即，调整已经完成。下周二地天板，热,逝去点滴,06-12 20:00
1574,14,守了五年了,千回百转1919,06-12 20:00
1264,12,这两天有个疑问，北向资金来A股海控疯狂加仓，港股便,基民QcQoxF,06-12 19:56
1101,8,简简单单，量价背离，下周回调！蠢货多！,消息人士他die,06-12 19:55
373,2,买入，集装箱航运价继续上涨2.4%,不羁的心2021,06-12 19:47
1106,9,希望六级能过！中远海控上30！,红红火火13145,06-12 19:43
4693,34,各位朋友们要理性啊，一年翻8倍的股，今天又放出了110,随遇而安22222,06-12 19:42
742,5,晒一晒6月初的成绩，革命尚未成功，孤家仍需努力！[微,理财新秀珂骅,06-12 19:37
3832,63,大型头部确立，这票废了，删自选，敬而远之,叫我阿辉,06-12 19:33
314,0,已满仓等主力暴击拉升,明天有你32,06-12 19:23
305,0,当年中签1000股，开盘50元走掉了，就再也没有关注过，,重色轻友gao,06-12 19:22
5046,52,一周没点开海控股吧，钉子户去哪了？,阿狸复盘,06-12 19:21
777,2,预测一下海控下周的走势：横盘震荡，小幅拉升！,理财新秀珂骅,06-12 19:05
1203,0,$中远海控(SH601919)$目前集装箱班轮运营商的运营非常,下雨天钓虾,06-12 19:05
317,1,今年的大牛股，10个月涨6倍,冬天阳阳,06-12 19:05
83818,3,开始你的表演：市场将围绕这只绩优大白马打明牌,风雨看盘,06-12 19:04
612,3,86亿融资融券,多财满堂de韦小宝,06-12 19:00
370,1,星期二涨停！,股友ABhotU,06-12 18:54
697,0,3.只买自己看得懂的企业，上市的企业几千家，优秀的企,ltr冬季恋歌,06-12 18:52
268,0,最近好热闹[大笑],十一oO0,06-12 18:52
632,0,2买股票就是买企业，我们买了一家企业的股票就拥有了,ltr冬季恋歌,06-12 18:51
479,1,欢迎,远走高飞2023,06-12 18:48
452,1,这是比亚迪的中继高位十字星，而且还是绿色的，牛的一,股友891UY22931,06-12 21:57
367,3,推荐ST兆新主营盐湖提锂马上要摘帽啦，去看看吧！,芭比菲特,06-12 20:51
420,2,这些卖掉的人啊，老想着捡便宜，主力机构、北向资金是,股友891UY22931,06-12 19:53
433,1,海发的集装箱船77条,股友ZnkAsx,06-12 19:52
380,4,看见这么多人唱空，心里踏实多了,股友tCSZqz,06-12 19:31
707,0,1.认清现实，追求合理预期，我们平凡的人生不可能靠股,ltr冬季恋歌,06-12 18:47
1446,14,车上的散户，送你们点福利,花泽不太累,06-12 18:44
593,2,海控运力还要增加,股友ZrTakb,06-12 18:26
611,2,下周肯定是先仰后扬，先回调再拉升，然后股价再创新高,股友8R60o81591,06-12 18:09
1589,3,$中远海控(SH601919)$远东到美东、远东到欧洲、远东到,皇太极先生,06-12 18:02
596,3,大家注意了哈【我要我喜欢】这人已经被我说的露出狐狸,股友2588585l6w,06-12 18:02
32136,234,一年大涨600% 机构还继续看高50%！这只股票凭啥这么牛,中远海控资讯,06-12 18:02
5307,5,航运板块发力走高 中远海控涨停 机构上调其目标价至38,中远海控资讯,06-12 17:55
316,1,摘帽股,远走高飞2023,06-12 17:46
316,0,调整到5日线买入,多财高雅得任我行,06-12 17:37
894,10,很明显，周二断头砸,火鑫资本,06-12 17:37
686,0,航运界网6月10日消息，DSVPanalpina日前表示，集运市,股友58xhgW,06-12 17:30
1809,9,对了，还有一个消息，就是XX对农业的政策，目前来说还,我要我喜欢,06-12 17:29
308,0,茅台也没有一直就是涨，振震荡当走长牛，开盘先甩开一,水涨自然涨,06-12 17:29
3671,11,今天小压力位在25.98（4个点），今天最大的压力压力位,破位票亏本也要扔,06-12 17:27
313,0,兆新年今天16:41东方财富Android版关注请股友们分析一,十斤牛肉九斤牛逼,06-12 17:25
1093,14,你们怎么诋毁我都没有意义的。事实胜于雄辩，2年前跟,北斗量海0,06-12 17:23
251,0,都恐高把票卖了，所以唱空，还想低价接回。,股友9e75p16263,06-12 17:22
5051,22,不要轻易下车或做T，一旦踏空了，随着股价的攀升，后,纯韭韭,06-12 17:16
5603,18,雄文相信这两天的$中远海控(SH601919)$绝对是最吸引眼,股格清奇的少年,06-12 17:14
2035,12,因为端午节，这个放量十字星必然是有人出货了，先不管,金斗芸,06-12 17:12
1746,26,明天中远海控冲高6点左右就出一半，用出来的钱建仓潍,中远系老大,06-12 17:10
873,5,A股怎么还没有,合适的环境下,06-12 17:08
3814,3,对比白酒龙头和光伏半导体龙头，所以说海控现阶段大部,手下留点情ing,06-12 17:04
498,1,兄弟们，主升浪开始咯，坐稳扶好，一个月干到38！！！,八方钵满de袁承志,06-12 17:03
317,0,[俏皮]看看大家又在絮叨什么[色]多空分歧很大,爽朗的笑笑,06-12 16:44
876,12,哈哈……,大发满堂R,06-12 16:38
521,2,股价能涨到2000吗，38就是定了？等到了38，然后再调到,股友69p12188T6,06-12 16:38
477,3,中远没有散货为啥还这牛B，如果有散货，那不上天了。,方正永州_A20799,06-12 16:30
302,0,同志们，加油买,超超专属,06-12 16:17
9021,88,关于钉子户不是托的几点思考,漫看云起,06-12 16:06
3690,15,中远海控 - 突发事件,沪E多多,06-12 16:04
2218,12,大金融崛起！绿庭投资有望成为全市场耀眼明星，继续持,股市精通高手,06-12 15:57
380,0,此股如果不是韭菜抱团就有可能下跌5个点以上，所以小,一股正宗神力,06-12 15:51
4211,25,很高兴，为什么呢？近期我看中的鸿蒙概念、农业板块、,我要我喜欢,06-12 15:42
560,3,哪位逢卖必跌的大佬去把韩妹妹买下来。,Brifuture7783,06-12 15:40
447,2,等待回补缺口，等待公告复权。,一碗热干面,06-12 15:33
71196,1708,大家早安！再说三点。1）量能：昨天65亿量能属于量价,中远海控钉子户,06-12 15:33
336,0,觉得有泡沫的，可以融券，照样赚大钱,Pillow,06-12 15:28
344,2,到顶了，快逃吧,基民10257r956d,06-12 15:16
2483,2,我来发个贴吧涨停创新高后放量收完美十字星，长线看涨,经纶来财de金锁,06-12 15:11
4127,20,下周走势有望突破28，周一面临回踩风险，等季报出来又,拉萨天团散户代表,06-12 15:11
2019,2,股市里看人性，就像琉璃厂看古玩，太开门了，一眼真假,北京壮士,06-12 15:08
3480,5,什么是周期股？周期股为什么股价会大幅波动？？想明白,渣女你好,06-12 15:06
24297,134,6月11日，写于开盘前，粉条大预告：各位猪肉炖的小伙,精灵大圣520888,06-12 15:04
639,1,海控半年报利润大概800亿左右希望周一主力砸盘，我好,股友83255S8O15,06-12 15:02
1722,40,娱乐一下[偷笑]我从小经常做梦影射到第二天的事，做的,Q猫乖乖,06-12 14:51
1441,2,短线仓位重的可以出来些了，不惧踏空，尽量踩对节奏，,闷棍哥,06-12 14:36
416,2,快跑吧都是盈利的,wudongde,06-12 14:35
779,5,能一个月飞到一百吗,股友a3Kw58,06-12 14:33
3654,9,是让获利盘出来，还是让外面散户冲进？,空仓等暴跌灬永见成效,06-12 14:30
641,2,网上看到的这个,股友179810T61d,06-12 14:20
6396,12,中远海控沪股通连续十二天净流入，美股海运个股纷纷大,中远小丁,06-12 14:10
1250,6,左海控，带来的是焦虑右海控，带来的是欢喜左晨鸣，带,二龙一猫,06-12 14:09
1920,1,涨停双响炮,飞人5960,06-12 14:05
2388,14,兄弟们，筹码越来越稀缺，躺下拿好了。除了半年业绩爆,股友891UY22931,06-12 13:46
491,2,错过了去年的中远海控，别错过今年的中国船舶！[大笑],阿克西斯财经,06-12 13:37
346,0,业绩是非常的啊,股票不要频繁操作,06-12 13:25
362,0,量价背离即将变盘,炒股养猫2,06-12 13:25
584,1,下周直接高开冲30元,抄底专家啊,06-12 13:15
332,0,高位出低位吸成上涨趋势,谈古论今dt,06-12 13:14
1473,1,全球航运巨头马士基在5月的财报电话会议上表示，它已,carygood,06-12 13:12
463,1,南无阿弥陀佛，行善积德是通向富裕的唯一正确道路,舍得佛有缘0,06-12 13:10
441,3,早上看了券商研报，就大胆买了你[拜神],一路向阳2021,06-12 13:09
654,2,中报300多亿，啥概念啊？,基民27513f2u62,06-12 13:07
3117,38,走成了这个鸟样，痛骂的，割肉的，哀嚎的，悔不当初的,中远海控钉子户,06-12 12:58
342,2,补仓,家和万事兴一小美,06-12 12:57
383,0,中远海控周五主力控盘比例减少百5，,黄飞huang,06-12 12:53
319,0,那贵州茅台是怎样炒到2千多元呢,股友6JbSnA,06-12 12:50
393,1,我是一路看着他涨高的,股友0088R786T6,06-12 12:41
283,0,可能要大涨,股友ZrTakb,06-12 12:31
8507,15,中远海控：不知什么原因限制了你的想象；提个醒：下周,股市经纬线,06-12 12:31
461,4,第二次回到海控，[大笑]拿1个半月，炒半年报，估计很,股友382T680d38,06-12 12:28
580,2,这两个月一直在这两个上面满仓操作，换来换去，结果毛,万事纳福de钟馗,06-12 12:25
468,1,东北证券一出研报必跌，屡试不爽,价值投资敢不敢,06-12 12:24
677,3,哈哈～～今天工资到帐了～～23400元，周二加仓20000元,高手我信吗,06-12 15:03
4455,14,很多人拿海控利润来比喻银行利润，其实这是一个错误的,只投实业,06-12 14:38
2576,16,中远海控，你以为他在第二层，其实他在第五层。第一层,股友699u51667L,06-12 13:46
444,1,感谢中远[拜神][拜神]让我最近一个月的收益率有效突破,中远小丁,06-12 13:10
3218,2,韩忠益：市场或围绕白马股展开炒作,金融投资报,06-12 13:07
2180,2,中远海控(601919),斗股一号,06-12 12:44
666,4,放量滞涨，高位十字星，会不会是主力故意画的,股友5017oy2605,06-12 12:44
